2019-12-12, 22:09:13, 103000000, 105500000, 78125.00, 4864, -1.43, -2.99, -2.80, -0.57, 2.53, 2.84, 7.79, 5.80, 2.42, 0.16, 0.75, 0.41, 0.94, 1.03, 2.92, 3.44, 2.16, 2.16, 4.05, 1.61, 3.30, 2.35, 6.00, 11.63, 10.22, 3.62, 3.47, 2.34, -0.33, -0.77, 5.44, 5.35, 5.35
2019-12-12, 22:09:13, 105500000, 108000000, 78125.00, 4864, 6.27, 6.46, 5.53, 5.00, 6.02, 5.84, 5.33, 5.22, 7.38, 9.16, 7.81, 5.93, 10.66, 11.82, 7.39, 5.18, 6.09, 6.09, 5.92, 6.26, 11.60, 12.88, 7.27, 5.84, 6.24, 6.43, 6.67, 6.47, 9.46, 18.56, 13.46, 7.57, 7.57
2019-12-12, 22:09:23, 88000000, 90500000, 78125.00, 4864, 7.98, 8.94, 6.75, 7.17, 7.13, 7.96, 7.36, 7.84, 7.12, 6.39, 7.62, 9.31, 10.26, 12.56, 20.73, 15.23, 7.98, 7.98, 9.98, 8.19, 9.81, 9.17, 9.08, 9.05, 7.03, 5.99, 6.51, 7.51, 6.98, 8.10, 8.48, 10.10, 10.10
2019-12-12, 22:09:23, 90500000, 93000000, 78125.00, 4864, 4.79, -0.11, 4.91, 6.48, 2.59, 4.58, 3.91, 2.71, 3.65, 2.50, -0.13, 1.48, 2.86, 0.66, 0.12, -0.47, 0.17, 0.17, 0.64, 5.24, 3.45, 0.96, -0.70, 1.66, 1.82, 2.11, 7.00, 8.31, 2.21, -0.10, -1.67, -0.46, -0.46
2019-12-12, 22:09:23, 93000000, 95500000, 78125.00, 4864, 8.22, 10.89, 10.49, 11.01, 11.32, 8.65, 6.02, 6.59, 9.24, 9.87, 7.99, 7.61, 7.39, 6.13, 6.01, 6.43, 7.78, 7.78, 9.70, 10.22, 9.21, 7.70, 6.71, 7.83, 10.29, 16.43, 20.01, 12.91, 12.07, 10.46, 7.75, 8.06, 8.06
2019-12-12, 22:09:23, 95500000, 98000000, 78125.00, 4864, -3.54, 2.79, 2.08, -2.43, -6.49, -6.14, -3.98, -0.83, 1.24, 1.36, -2.67, -5.57, -6.07, -5.34, -3.91, -2.38, -3.46, -3.46, -4.78, -4.65, -4.92, -4.49, -3.42, -3.03, -1.28, -1.58, -3.01, -2.40, -5.04, -4.54, -4.54, -5.98, -5.98
2019-12-12, 22:09:23, 98000000, 100500000, 78125.00, 4864, 2.76, 2.41, 2.04, 2.11, 2.88, 6.67, 3.22, 4.87, 4.89, 3.12, 3.38, 3.47, 4.11, 4.64, 4.22, 2.90, 5.67, 5.67, 3.85, 5.85, 15.47, 14.09, 5.54, 3.72, 4.96, 4.15, 3.86, 3.77, 5.26, 14.48, 12.44, 4.66, 4.66
2019-12-12, 22:09:23, 100500000, 103000000, 78125.00, 4864, 4.86, 4.96, 5.05, 3.97, 3.93, 5.50, 5.72, 5.33, 5.70, 6.17, 12.81, 9.29, 5.90, 5.78, 6.45, 5.76, 3.74, 3.74, 3.99, 4.72, 4.28, 3.95, 4.88, 5.53, 6.90, 6.15, 5.89, 8.79, 20.27, 12.55, 7.35, 5.59, 5.59
2019-12-12, 22:09:23, 103000000, 105500000, 78125.00, 4864, -1.38, -3.43, -2.99, -0.79, 3.29, 2.92, 6.74, 5.39, 2.26, 0.49, 0.65, 0.22, 0.45, 1.15, 3.21, 3.11, 1.93, 1.93, 3.92, 1.66, 2.71, 2.38, 6.20, 11.13, 10.94, 3.55, 3.27, 2.27, -0.50, -1.25, 4.73, 4.64, 4.64
2019-12-12, 22:09:23, 105500000, 108000000, 78125.00, 4864, 6.28, 6.75, 5.57, 5.54, 6.23, 5.69, 5.47, 5.22, 7.22, 8.93, 7.37, 6.12, 10.36, 12.34, 7.36, 5.27, 6.00, 6.00, 6.22, 6.52, 11.56, 12.95, 7.62, 5.96, 6.30, 6.48, 6.93, 6.75, 10.11, 18.45, 14.31, 7.75, 7.75
2019-12-12, 22:09:33, 88000000, 90500000, 78125.00, 4864, 8.36, 9.40, 6.84, 7.16, 7.53, 8.51, 8.13, 8.39, 7.93, 6.77, 7.67, 10.20, 10.91, 13.87, 20.66, 14.48, 7.51, 7.51, 9.00, 7.79, 10.08, 10.15, 9.72, 10.07, 8.07, 6.51, 7.15, 8.27, 7.36, 8.88, 9.46, 10.61, 10.61
2019-12-12, 22:09:33, 90500000, 93000000, 78125.00, 4864, 4.56, -0.25, 5.14, 6.42, 1.55, 5.14, 4.36, 2.37, 3.38, 2.14, -0.27, 0.90, 3.29, 1.06, -0.09, -0.66, -0.01, -0.01, 0.78, 6.00, 3.35, 0.42, -0.90, 1.86, 1.97, 1.79, 6.91, 8.03, 2.12, 0.17, -1.82, -0.50, -0.50
2019-12-12, 22:09:33, 93000000, 95500000, 78125.00, 4864, 8.68, 10.80, 10.54, 11.22, 10.61, 9.19, 6.07, 6.59, 9.10, 9.90, 7.78, 7.95, 7.65, 6.49, 6.18, 6.31, 7.05, 7.05, 10.10, 10.55, 9.52, 8.04, 6.76, 8.41, 10.18, 17.60, 19.04, 12.90, 11.78, 10.76, 8.60, 8.27, 8.27
2019-12-12, 22:09:33, 95500000, 98000000, 78125.00, 4864, -2.30, 2.84, 2.44, -4.60, -6.78, -6.23, -3.53, -0.05, 1.31, 1.62, -2.88, -5.74, -6.15, -5.24, -3.49, -2.35, -2.96, -2.96, -4.47, -4.83, -4.97, -5.19, -4.25, -3.16, -0.99, -1.60, -2.71, -2.74, -5.41, -5.35, -6.54, -6.88, -6.88
2019-12-12, 22:09:33, 98000000, 100500000, 78125.00, 4864, 3.25, 2.90, 2.31, 2.39, 3.13, 6.54, 3.43, 4.81, 5.11, 3.33, 3.74, 3.85, 4.74, 4.55, 4.40, 2.99, 5.71, 5.71, 4.13, 6.19, 15.33, 13.91, 5.60, 3.85, 5.10, 4.43, 4.13, 3.93, 5.55, 14.78, 13.01, 5.31, 5.31
2019-12-12, 22:09:33, 100500000, 103000000, 78125.00, 4864, 4.63, 4.78, 4.74, 3.65, 3.77, 5.01, 5.34, 4.94, 5.43, 5.82, 12.28, 8.37, 5.78, 5.81, 6.22, 5.49, 3.54, 3.54, 3.84, 4.49, 4.21, 3.65, 4.70, 5.14, 6.73, 6.11, 5.89, 8.98, 20.63, 12.43, 7.39, 5.46, 5.46
2019-12-12, 22:09:33, 103000000, 105500000, 78125.00, 4864, -2.10, -3.92, -3.44, -0.65, 2.84, 2.75, 6.22, 5.08, 1.88, -0.23, 0.15, 0.24, 0.22, 0.84, 3.26, 3.04, 1.17, 1.17, 3.89, 1.18, 3.43, 2.31, 6.57, 9.99, 7.41, 2.36, 3.19, 2.07, -0.81, -1.50, 4.82, 4.32, 4.32
2019-12-12, 22:09:33, 105500000, 108000000, 78125.00, 4864, 6.15, 6.50, 5.35, 5.15, 5.98, 5.41, 5.33, 4.80, 6.52, 8.57, 7.25, 5.77, 10.15, 11.58, 7.21, 4.98, 5.77, 5.77, 5.93, 6.12, 11.35, 12.36, 7.32, 5.84, 5.86, 6.17, 6.70, 6.54, 9.04, 18.55, 15.20, 7.98, 7.98
